assembly,classification,fastani_ani,fastani_af,closest_placement_ani,closest_placement_af,msa_percent,classification_method,species
SRR9205866.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei,99.04,0.87,99.04,0.87,98.07,taxonomic classification defined by topology and ANI,Phocaeicola dorei
SRR9205872.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris,98.36,0.76,98.36,0.76,94.76,taxonomic classification defined by topology and ANI,Bacteroides stercoris
SRR9205875.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris,97.74,0.75,97.74,0.75,53.5,taxonomic classification defined by topology and ANI,Bacteroides stercoris
SRR9205876.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.25,0.84,97.25,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205879.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.03,0.87,99.03,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9205884.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.05,0.88,99.05,0.88,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9205885.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.94,0.75,96.94,0.75,97.26,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9205890.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.08,0.87,99.08,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9205896.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.97,0.84,98.97,0.84,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9205905.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.06,0.87,99.06,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9205910.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.21,0.84,97.21,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205911.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.16,0.84,97.16,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205914.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.26,0.84,97.26,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205920.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus,98.21,0.81,98.21,0.81,97.99,taxonomic classification defined by topology and ANI,Bacteroides cellulosilyticus
SRR9205921.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus,99.25,0.88,99.25,0.88,96.25,taxonomic classification defined by topology and ANI,Bacteroides cellulosilyticus
SRR9205925.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.98,0.83,98.98,0.83,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9205927.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.99,0.83,98.99,0.83,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9205930.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.27,0.84,97.27,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205931.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,99.09,0.89,99.09,0.89,96.47,taxonomic classification defined by topology and ANI,Bacteroides salyersiae
SRR9205933.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,99.07,0.89,99.07,0.89,96.47,taxonomic classification defined by topology and ANI,Bacteroides salyersiae
SRR9205936.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,99.07,0.89,99.07,0.89,96.47,taxonomic classification defined by topology and ANI,Bacteroides salyersiae
SRR9205939.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,99.07,0.88,99.07,0.88,96.47,taxonomic classification defined by topology and ANI,Bacteroides salyersiae
SRR9205940.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,99.06,0.88,99.06,0.88,96.47,taxonomic classification defined by topology and ANI,Bacteroides salyersiae
SRR9205943.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.95,0.83,98.95,0.83,93.41,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9205944.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.98,0.85,98.98,0.85,97.26,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9205961.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.26,0.84,97.26,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205963.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.22,0.84,97.22,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205964.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.23,0.84,97.23,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205966.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.18,0.85,97.18,0.85,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205971.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.22,0.84,97.22,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205972.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.23,0.84,97.23,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205974.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.94,0.75,96.94,0.75,62.74,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9205976.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.29,0.84,97.29,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205979.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.23,0.84,97.23,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205980.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.24,0.84,97.24,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205982.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.23,0.85,97.23,0.85,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205987.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.19,0.85,97.19,0.85,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205990.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.2,0.84,97.2,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9205993.asm1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,97.58,0.91,97.58,0.91,92.69,taxonomic classification defined by topology and ANI,Akkermansia muciniphila
SRR9205994.asm1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,97.56,0.91,97.56,0.91,92.69,taxonomic classification defined by topology and ANI,Akkermansia muciniphila
SRR9205995.asm1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,97.55,0.91,97.55,0.91,92.69,taxonomic classification defined by topology and ANI,Akkermansia muciniphila
SRR9205996.asm1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,97.59,0.91,97.59,0.91,92.69,taxonomic classification defined by topology and ANI,Akkermansia muciniphila
SRR9206002.asm1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,97.56,0.91,97.56,0.91,92.69,taxonomic classification defined by topology and ANI,Akkermansia muciniphila
SRR9206004.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,98.96,0.87,98.96,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206008.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.05,0.87,99.05,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206014.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,98.94,0.87,98.94,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206015.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.76,0.73,N/A,N/A,94.76,ANI,Bacteroides ovatus
SRR9206021.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.75,0.74,96.75,0.74,98.07,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206022.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.78,0.74,96.78,0.74,98.07,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206025.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,98.49,0.86,98.49,0.86,97.24,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206026.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,98.52,0.86,98.52,0.86,97.24,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206027.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,98.46,0.86,98.46,0.86,97.24,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206028.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.93,0.75,96.93,0.75,97.26,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206030.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,98.53,0.86,98.53,0.86,97.24,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206035.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.21,0.85,97.21,0.85,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206036.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.25,0.84,97.25,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206042.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.27,0.84,97.27,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206046.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.23,0.84,97.23,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206047.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.96,0.84,98.96,0.84,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206066.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.06,0.87,99.06,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206067.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.04,0.87,99.04,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206068.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.07,0.87,99.07,0.87,96.15,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206076.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.98,0.84,98.98,0.84,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206077.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.98,0.85,98.98,0.85,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206081.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.97,0.85,98.97,0.85,97.26,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206082.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.96,0.84,98.96,0.84,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206083.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.98,0.85,98.98,0.85,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206088.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.25,0.84,97.25,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206099.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,98.59,0.87,98.59,0.87,96.21,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206100.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,98.55,0.86,98.55,0.86,96.21,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206104.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,99.01,0.87,99.01,0.87,96.92,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206106.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,98.64,0.83,98.64,0.83,96.13,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206107.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,98.63,0.81,98.63,0.81,96.13,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206111.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,98.57,0.82,98.57,0.82,12.25,taxonomic classification defined by topology and ANI,Bacteroides fragilis
SRR9206118.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.96,0.83,98.96,0.83,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206120.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.96,0.83,98.96,0.83,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9206123.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.27,0.84,97.27,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206125.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.23,0.84,97.23,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206127.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,97.22,0.84,97.22,0.84,96.19,taxonomic classification defined by topology and ANI,Alistipes onderdonkii
SRR9206137.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.63,0.76,96.63,0.76,97.28,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206140.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.6,0.75,96.6,0.75,96.51,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206141.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.61,0.76,96.61,0.76,97.28,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206142.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.61,0.76,N/A,N/A,86.58,ANI,Bacteroides ovatus
SRR9206143.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.64,0.76,96.64,0.76,97.28,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206144.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,96.6,0.76,96.6,0.76,97.28,taxonomic classification defined by topology and ANI,Bacteroides ovatus
SRR9206145.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.98,0.83,98.98,0.83,96.49,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
